------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
               1e-50,                0.005
               1e-50,                 0.01
               1e-50,                0.015
               1e-50,                 0.02
               1e-50,                0.025
               1e-50,                 0.03
               1e-50,                0.035
               1e-50,                 0.04
               1e-50,                0.045
               1e-50,                 0.05
               1e-50,                0.055
               1e-50,                 0.06
         4.19855e-50,                0.065
         4.19855e-50,                0.065
         4.19856e-50,                0.065
         4.19856e-50,                0.065
         4.19856e-50,                0.065
         4.19856e-50,                0.065
         4.19856e-50,                0.065
         4.19857e-50,                0.065
         4.19857e-50,                0.065
         4.19858e-50,                0.065
         4.19859e-50,                0.065
         4.19861e-50,                0.065
         4.19862e-50,                0.065
         4.19866e-50,                0.065
         4.19869e-50,                0.065
         4.19876e-50,                0.065
         4.19884e-50,                0.065
         4.19898e-50,                0.065
         4.19912e-50,                0.065
          4.1994e-50,            0.0650001
         4.19968e-50,            0.0650001
         4.20025e-50,            0.0650001
         4.20081e-50,            0.0650002
         4.20194e-50,            0.0650002
         4.20308e-50,            0.0650003
         4.20534e-50,            0.0650005
         4.20761e-50,            0.0650006
         4.21214e-50,            0.0650009
         4.21668e-50,            0.0650012
         4.22579e-50,            0.0650018
         4.23492e-50,            0.0650024
         4.25325e-50,            0.0650037
          4.2717e-50,            0.0650049
         4.29025e-50,            0.0650061
          4.3089e-50,            0.0650073
         4.34653e-50,            0.0650098
          4.3846e-50,            0.0650122
          4.4231e-50,            0.0650146
         4.50143e-50,            0.0650195
         4.58157e-50,            0.0650244
         4.66356e-50,            0.0650293
         4.83328e-50,            0.0650391
         5.01094e-50,            0.0650488
         5.19692e-50,            0.0650586
         5.59542e-50,            0.0650781
         6.03216e-50,            0.0650977
         6.51084e-50,            0.0651172
         7.61071e-50,            0.0651562
         8.93265e-50,            0.0651953
          1.0522e-49,            0.0652344
         1.24335e-49,            0.0652734
         1.47332e-49,            0.0653125
         1.75008e-49,            0.0653516
         2.08328e-49,            0.0653906
         2.48454e-49,            0.0654297
         2.96793e-49,            0.0654687
         3.55047e-49,            0.0655078
         4.25274e-49,            0.0655469
         5.09962e-49,            0.0655859
         6.12124e-49,             0.065625
          7.3541e-49,            0.0656641
         8.84239e-49,            0.0657031
         1.06396e-48,            0.0657422
         1.28108e-48,            0.0657813
         1.54345e-48,            0.0658203
         1.86063e-48,            0.0658594
          2.2442e-48,            0.0658984
         2.70822e-48,            0.0659375
         3.26978e-48,            0.0659766
         3.94961e-48,            0.0660156
         4.77294e-48,            0.0660547
         5.77041e-48,            0.0660938
          6.9793e-48,            0.0661328
         8.44498e-48,            0.0661719
         1.02227e-47,            0.0662109
         1.23795e-47,              0.06625
         1.49975e-47,            0.0662891
         1.81763e-47,            0.0663281
         2.20377e-47,            0.0663672
         2.67298e-47,            0.0664062
         3.24338e-47,            0.0664453
         3.93704e-47,            0.0664844
         4.78093e-47,            0.0665234
           5.808e-47,            0.0665625
         7.05849e-47,            0.0666016
         8.58161e-47,            0.0666406
         1.04376e-46,            0.0666797
         1.26999e-46,            0.0667187
         1.54589e-46,            0.0667578
         1.88247e-46,            0.0667969
         2.29327e-46,            0.0668359
         2.79485e-46,             0.066875
         3.40752e-46,            0.0669141
          4.1562e-46,            0.0669531
         5.07146e-46,            0.0669922
         6.19085e-46,            0.0670313
         7.56046e-46,            0.0670703
         8.35633e-46,            0.0670898
         9.23695e-46,            0.0671094
         1.02114e-45,            0.0671289
         1.12899e-45,            0.0671484
         1.24837e-45,             0.067168
         1.38051e-45,            0.0671875
          1.5268e-45,             0.067207
         1.68877e-45,            0.0672266
         1.86813e-45,            0.0672461
         2.06676e-45,            0.0672656
         2.28676e-45,            0.0672852
         2.53044e-45,            0.0673047
          2.8004e-45,            0.0673242
          3.0995e-45,            0.0673438
         3.43091e-45,            0.0673633
         3.79818e-45,            0.0673828
         4.20523e-45,            0.0674023
         4.65641e-45,            0.0674219
         5.15657e-45,            0.0674414
         5.71109e-45,            0.0674609
         6.32594e-45,            0.0674805
         7.00776e-45,               0.0675
         7.76395e-45,            0.0675195
          8.6027e-45,            0.0675391
         9.53313e-45,            0.0675586
         1.05654e-44,            0.0675781
         1.17107e-44,            0.0675977
         1.29817e-44,            0.0676172
         1.43923e-44,            0.0676367
          1.5958e-44,            0.0676563
          1.7696e-44,            0.0676758
         1.96256e-44,            0.0676953
         2.17681e-44,            0.0677148
         2.41473e-44,            0.0677344
         2.67897e-44,            0.0677539
         2.97247e-44,            0.0677734
          3.2985e-44,             0.067793
         3.66073e-44,            0.0678125
         4.06321e-44,             0.067832
         4.51048e-44,            0.0678516
         5.00758e-44,            0.0678711
         5.56012e-44,            0.0678906
         6.17436e-44,            0.0679102
         6.85728e-44,            0.0679297
         7.61665e-44,            0.0679492
         8.46114e-44,            0.0679687
         9.40039e-44,            0.0679883
         1.04452e-43,            0.0680078
         1.16075e-43,            0.0680273
         1.29007e-43,            0.0680469
         1.43398e-43,            0.0680664
         1.59413e-43,            0.0680859
         1.77239e-43,            0.0681055
         1.97083e-43,             0.068125
         2.19175e-43,            0.0681445
         2.43775e-43,            0.0681641
         2.71169e-43,            0.0681836
         3.01679e-43,            0.0682031
         3.35665e-43,            0.0682227
         3.73526e-43,            0.0682422
          4.1571e-43,            0.0682617
         4.62718e-43,            0.0682813
         5.15106e-43,            0.0683008
         5.73499e-43,            0.0683203
         6.38594e-43,            0.0683398
         7.11168e-43,            0.0683594
         7.92093e-43,            0.0683789
          8.8234e-43,            0.0683984
         9.82998e-43,             0.068418
         1.09528e-42,            0.0684375
         1.22055e-42,             0.068457
         1.36033e-42,            0.0684766
         1.51631e-42,            0.0684961
          1.6904e-42,            0.0685156
         1.88473e-42,            0.0685352
         2.10168e-42,            0.0685547
         2.34392e-42,            0.0685742
         2.61443e-42,            0.0685938
         2.91655e-42,            0.0686133
         3.25402e-42,            0.0686328
         3.63103e-42,            0.0686523
         4.05228e-42,            0.0686719
         4.52301e-42,            0.0686914
         5.04912e-42,            0.0687109
          5.6372e-42,            0.0687305
         6.29465e-42,              0.06875
         7.02974e-42,            0.0687695
         7.85177e-42,            0.0687891
         8.77115e-42,            0.0688086
         9.79955e-42,            0.0688281
         1.09501e-41,            0.0688477
         1.22374e-41,            0.0688672
          1.3678e-41,            0.0688867
         1.52904e-41,            0.0689063
         1.70952e-41,            0.0689258
         1.91159e-41,            0.0689453
         2.13785e-41,            0.0689648
         2.39123e-41,            0.0689844
         2.67503e-41,            0.0690039
         2.99294e-41,            0.0690234
         3.34913e-41,             0.069043
         3.74826e-41,            0.0690625
         4.19557e-41,             0.069082
         4.69695e-41,            0.0691016
         5.25903e-41,            0.0691211
         5.88924e-41,            0.0691406
         6.59596e-41,            0.0691602
          7.3886e-41,            0.0691797
         8.27773e-41,            0.0691992
         9.27525e-41,            0.0692187
         1.03946e-40,            0.0692383
         1.16507e-40,            0.0692578
         1.30607e-40,            0.0692773
         1.46435e-40,            0.0692969
         1.64206e-40,            0.0693164
         1.84163e-40,            0.0693359
         2.06578e-40,            0.0693555
         2.31756e-40,             0.069375
         2.60044e-40,            0.0693945
          2.9183e-40,            0.0694141
         3.27554e-40,            0.0694336
         3.67708e-40,            0.0694531
         4.12851e-40,            0.0694727
         4.63609e-40,            0.0694922
         5.20691e-40,            0.0695117
         5.84895e-40,            0.0695313
         6.57122e-40,            0.0695508
         7.38387e-40,            0.0695703
         8.29837e-40,            0.0695898
         9.32765e-40,            0.0696094
         1.04863e-39,            0.0696289
         1.17908e-39,            0.0696484
         1.32599e-39,             0.069668
         1.49144e-39,            0.0696875
         1.67781e-39,             0.069707
         1.88779e-39,            0.0697266
          2.1244e-39,            0.0697461
         2.39108e-39,            0.0697656
         2.69168e-39,            0.0697852
         3.03059e-39,            0.0698047
         3.41276e-39,            0.0698242
         3.84377e-39,            0.0698438
         4.32997e-39,            0.0698633
          4.8785e-39,            0.0698828
         5.49748e-39,            0.0699023
