------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
          1.6339e-13,                0.005
         1.99801e-13,             0.005625
         2.41394e-13,              0.00625
         2.88831e-13,             0.006875
         3.42855e-13,               0.0075
         4.04304e-13,             0.008125
         4.74117e-13,              0.00875
         5.53353e-13,             0.009375
         6.43201e-13,                 0.01
            7.45e-13,             0.010625
         8.60254e-13,              0.01125
         9.90657e-13,             0.011875
         1.13812e-12,               0.0125
         1.30477e-12,             0.013125
         1.49305e-12,              0.01375
         1.70566e-12,             0.014375
         1.94567e-12,                0.015
         2.21654e-12,             0.015625
         2.52214e-12,              0.01625
         2.86688e-12,             0.016875
          3.2557e-12,               0.0175
         3.69417e-12,             0.018125
         4.18861e-12,              0.01875
         4.74611e-12,             0.019375
         5.37472e-12,                 0.02
         6.08351e-12,             0.020625
         6.88273e-12,              0.02125
         7.78399e-12,             0.021875
         8.80041e-12,               0.0225
         9.94685e-12,             0.023125
         1.12401e-11,              0.02375
         1.26993e-11,             0.024375
          1.4346e-11,                0.025
         1.62047e-11,             0.025625
         1.83031e-11,              0.02625
          2.0673e-11,             0.026875
         2.33501e-11,               0.0275
         2.63751e-11,             0.028125
         2.97945e-11,              0.02875
          3.3661e-11,             0.029375
         3.80347e-11,                 0.03
         4.29841e-11,             0.030625
         4.85872e-11,              0.03125
         5.49331e-11,             0.031875
         6.21235e-11,               0.0325
         7.02747e-11,             0.033125
         7.95195e-11,              0.03375
         9.00102e-11,             0.034375
         1.01921e-10,                0.035
         1.15451e-10,             0.035625
         1.30831e-10,              0.03625
         1.48322e-10,             0.036875
         1.68227e-10,               0.0375
         1.90894e-10,             0.038125
         2.16723e-10,              0.03875
         2.46175e-10,             0.039375
         2.79782e-10,                 0.04
         3.18157e-10,             0.040625
         3.62011e-10,              0.04125
         4.12163e-10,             0.041875
         4.69565e-10,               0.0425
         5.35317e-10,             0.043125
         6.10698e-10,              0.04375
         6.97195e-10,             0.044375
         7.96533e-10,                0.045
         9.10727e-10,             0.045625
         1.04212e-09,              0.04625
         1.19345e-09,             0.046875
         1.36793e-09,               0.0475
          1.5693e-09,             0.048125
         1.80194e-09,              0.04875
         2.07103e-09,             0.049375
         2.38262e-09,                 0.05
         2.74384e-09,             0.050625
          3.1631e-09,              0.05125
         3.65034e-09,             0.051875
         4.21731e-09,               0.0525
         4.87792e-09,             0.053125
         5.64868e-09,              0.05375
         6.54922e-09,             0.054375
         7.60294e-09,                0.055
         8.83771e-09,             0.055625
         1.02869e-08,              0.05625
         1.19904e-08,             0.056875
         1.39963e-08,               0.0575
         1.63621e-08,             0.058125
         1.91574e-08,              0.05875
         2.24662e-08,             0.059375
         2.63902e-08,                 0.06
         3.10529e-08,             0.060625
         3.66045e-08,              0.06125
         4.32286e-08,             0.061875
         5.11494e-08,               0.0625
         6.06422e-08,             0.063125
         7.20459e-08,              0.06375
         8.57785e-08,             0.064375
         1.02358e-07,                0.065
         1.22427e-07,             0.065625
         1.46787e-07,              0.06625
         1.76443e-07,             0.066875
         2.12651e-07,               0.0675
         2.33694e-07,            0.0678125
         2.57002e-07,             0.068125
         2.82838e-07,            0.0684375
         3.11502e-07,              0.06875
         3.43332e-07,            0.0690625
         3.78709e-07,             0.069375
         4.18062e-07,            0.0696875
         4.61882e-07,                 0.07
         5.10721e-07,            0.0703125
         5.65208e-07,             0.070625
         6.26057e-07,            0.0709375
         6.94082e-07,              0.07125
         7.70211e-07,            0.0715625
         8.55501e-07,             0.071875
         9.51163e-07,            0.0721875
         1.05858e-06,               0.0725
         1.17935e-06,            0.0728125
         1.31528e-06,             0.073125
         1.46849e-06,            0.0734375
         1.64138e-06,              0.07375
         1.83674e-06,            0.0740625
         2.05782e-06,             0.074375
         2.30833e-06,            0.0746875
         2.59263e-06,                0.075
         2.91575e-06,            0.0753125
         3.28358e-06,             0.075625
         3.70299e-06,            0.0759375
         4.18201e-06,              0.07625
         4.73007e-06,            0.0765625
         5.35825e-06,             0.076875
         6.07962e-06,            0.0771875
         6.90961e-06,               0.0775
         7.86654e-06,            0.0778125
         8.97213e-06,             0.078125
         1.02523e-05,            0.0784375
          1.1738e-05,              0.07875
         1.34663e-05,            0.0790625
          1.5482e-05,             0.079375
          1.7839e-05,            0.0796875
         2.06025e-05,                 0.08
         2.38522e-05,            0.0803125
          2.7685e-05,             0.080625
         3.22201e-05,            0.0809375
         3.76041e-05,              0.08125
         4.40189e-05,            0.0815625
         5.16904e-05,             0.081875
         6.09015e-05,            0.0821875
         7.20082e-05,               0.0825
         8.54613e-05,            0.0828125
         0.000101835,             0.083125
         0.000121868,            0.0834375
         0.000133544,            0.0835937
         0.000146513,              0.08375
          0.00016094,            0.0839063
         0.000177015,            0.0840625
         0.000194956,            0.0842188
         0.000215013,             0.084375
         0.000237477,            0.0845313
         0.000262684,            0.0846875
         0.000291024,            0.0848437
         0.000322953,                0.085
         0.000359002,            0.0851563
         0.000399796,            0.0853125
          0.00044607,            0.0854688
         0.000498691,             0.085625
         0.000558688,            0.0857813
         0.000627289,            0.0859375
         0.000705958,            0.0860937
         0.000796457,              0.08625
         0.000900915,            0.0864063
          0.00102191,            0.0865625
           0.0011626,            0.0867188
          0.00132686,             0.086875
          0.00151946,            0.0870313
          0.00174637,            0.0871875
          0.00201504,            0.0873437
          0.00233493,               0.0875
          0.00271807,            0.0876563
          0.00317997,            0.0878125
          0.00374079,            0.0879688
          0.00442709,             0.088125
          0.00482792,            0.0882031
          0.00527426,            0.0882813
          0.00577251,            0.0883594
          0.00633016,            0.0884375
          0.00695602,            0.0885156
          0.00766049,            0.0885937
          0.00845594,            0.0886719
          0.00935708,              0.08875
           0.0103816,            0.0888281
           0.0115508,            0.0889063
           0.0128905,            0.0889844
           0.0144323,            0.0890625
           0.0162149,            0.0891406
           0.0182865,            0.0892188
           0.0207069,            0.0892969
           0.0235517,             0.089375
           0.0269167,            0.0894531
           0.0309247,            0.0895313
           0.0357352,            0.0896094
           0.0415568,            0.0896875
           0.0486663,            0.0897656
           0.0528154,            0.0898047
           0.0574351,            0.0898438
            0.062593,            0.0898828
           0.0683687,            0.0899219
           0.0748555,            0.0899609
           0.0821641,                 0.09
           0.0904253,            0.0900391
            0.099795,            0.0900781
            0.110459,            0.0901172
            0.122639,            0.0901563
            0.136601,            0.0901953
            0.152663,            0.0902344
            0.171204,            0.0902734
             0.19268,            0.0903125
            0.217625,            0.0903516
             0.24667,            0.0903906
            0.280537,            0.0904297
            0.320029,            0.0904688
            0.365991,            0.0905078
            0.419229,            0.0905469
            0.480347,            0.0905859
            0.549484,             0.090625
            0.625914,            0.0906641
            0.707544,            0.0907031
             0.79041,            0.0907422
            0.868478,            0.0907813
            0.934141,            0.0908203
            0.979676,            0.0908594
            0.999392,            0.0908984
            0.991498,            0.0909375
            0.958613,            0.0909766
            0.906636,            0.0910156
            0.842742,            0.0910547
            0.773572,            0.0910938
            0.704235,            0.0911328
            0.638091,            0.0911719
            0.577015,            0.0912109
            0.521798,              0.09125
            0.472543,            0.0912891
             0.42896,            0.0913281
            0.390562,            0.0913672
            0.356793,            0.0914062
            0.327095,            0.0914453
            0.300945,            0.0914844
            0.277875,            0.0915234
             0.25747,            0.0915625
            0.239371,            0.0916016
            0.223269,            0.0916406
            0.196037,            0.0917187
            0.174084,            0.0917969
            0.156176,             0.091875
            0.141407,            0.0919531
            0.129102,            0.0920313
            0.118756,            0.0921094
            0.109986,            0.0921875
            0.102496,            0.0922656
           0.0960582,            0.0923438
           0.0904928,            0.0924219
           0.0856574,               0.0925
           0.0777426,            0.0926562
           0.0716386,            0.0928125
           0.0668931,            0.0929687
           0.0631949,             0.093125
           0.0603252,            0.0932813
           0.0581279,            0.0934375
           0.0564897,            0.0935938
           0.0553283,              0.09375
           0.0545841,            0.0939062
           0.0542144,            0.0940625
           0.0544913,             0.094375
           0.0560419,            0.0946875
           0.0588788,                0.095
           0.0631297,            0.0953125
           0.0690457,             0.095625
           0.0727475,            0.0957813
           0.0770325,            0.0959375
            0.081985,            0.0960938
           0.0877087,              0.09625
           0.0943304,            0.0964062
            0.102006,            0.0965625
            0.110929,            0.0967187
            0.121338,             0.096875
            0.133528,            0.0970313
            0.147871,            0.0971875
            0.164828,            0.0973438
             0.18498,               0.0975
            0.209053,            0.0976562
            0.237951,            0.0978125
            0.272787,            0.0979687
            0.314897,             0.098125
            0.365815,            0.0982813
            0.427151,            0.0984375
            0.500267,            0.0985938
            0.585613,              0.09875
            0.681567,            0.0989063
            0.782816,            0.0990625
            0.878983,            0.0992187
            0.920583,            0.0992969
            0.955127,             0.099375
            0.980725,            0.0994531
            0.995913,            0.0995313
            0.999865,            0.0996094
            0.992525,            0.0996875
            0.974595,            0.0997656
            0.947419,            0.0998438
            0.872588,                  0.1
            0.783153,             0.100156
            0.691682,             0.100312
            0.606034,             0.100469
            0.529887,             0.100625
            0.464177,             0.100781
            0.408383,             0.100938
            0.361368,             0.101094
            0.321842,              0.10125
            0.288581,             0.101406
            0.260511,             0.101562
             0.23673,             0.101719
            0.216492,             0.101875
             0.19919,             0.102031
            0.184333,             0.102188
