------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         1.01855e-50,                0.005
         1.89551e-50,                 0.01
         3.74111e-49,                0.015
         3.74111e-49,                0.015
         3.74111e-49,                0.015
         3.74111e-49,                0.015
         3.74111e-49,                0.015
         3.74111e-49,                0.015
         3.74111e-49,                0.015
         3.74111e-49,                0.015
         3.74111e-49,                0.015
         3.74112e-49,                0.015
         3.74112e-49,                0.015
         3.74112e-49,                0.015
         3.74112e-49,                0.015
         3.74113e-49,                0.015
         3.74114e-49,                0.015
         3.74115e-49,                0.015
         3.74116e-49,                0.015
         3.74119e-49,                0.015
         3.74121e-49,                0.015
         3.74127e-49,            0.0150001
         3.74132e-49,            0.0150001
         3.74142e-49,            0.0150001
         3.74152e-49,            0.0150002
         3.74173e-49,            0.0150002
         3.74193e-49,            0.0150003
         3.74234e-49,            0.0150005
         3.74275e-49,            0.0150006
         3.74358e-49,            0.0150009
          3.7444e-49,            0.0150012
         3.74604e-49,            0.0150018
         3.74769e-49,            0.0150024
         3.75098e-49,            0.0150037
         3.75427e-49,            0.0150049
         3.76087e-49,            0.0150073
         3.76749e-49,            0.0150098
         3.78074e-49,            0.0150146
         3.79405e-49,            0.0150195
         3.82081e-49,            0.0150293
         3.84776e-49,            0.0150391
         3.87491e-49,            0.0150488
         3.90225e-49,            0.0150586
         3.95754e-49,            0.0150781
         4.01363e-49,            0.0150977
         4.07054e-49,            0.0151172
         4.18685e-49,            0.0151562
         4.30658e-49,            0.0151953
         4.42982e-49,            0.0152344
         4.68726e-49,            0.0153125
         4.96003e-49,            0.0153906
         5.24905e-49,            0.0154687
         5.87978e-49,             0.015625
         6.58796e-49,            0.0157813
         7.38313e-49,            0.0159375
         8.27601e-49,            0.0160938
         9.27868e-49,              0.01625
         1.04047e-48,            0.0164063
         1.16693e-48,            0.0165625
         1.30896e-48,            0.0167188
          1.4685e-48,             0.016875
          1.6477e-48,            0.0170313
         1.84901e-48,            0.0171875
         2.07516e-48,            0.0173438
         2.32925e-48,               0.0175
         2.61473e-48,            0.0176563
         2.93552e-48,            0.0178125
