------------------------------------------------------------
 Transmission Coefficient on refined energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         2.45145e-07,                0.005
           3.282e-07,              0.00625
         4.22017e-07,               0.0075
         5.27832e-07,              0.00875
         6.47022e-07,                 0.01
         7.81126e-07,              0.01125
          9.3186e-07,               0.0125
         1.10114e-06,              0.01375
          1.2911e-06,                0.015
         1.50415e-06,              0.01625
         1.74296e-06,               0.0175
         2.01052e-06,              0.01875
          2.3102e-06,                 0.02
         2.64576e-06,              0.02125
         3.02142e-06,               0.0225
         3.44193e-06,              0.02375
         3.91262e-06,                0.025
         4.43948e-06,              0.02625
         5.02926e-06,               0.0275
         5.68955e-06,              0.02875
         6.42893e-06,                 0.03
         7.25707e-06,              0.03125
          8.1849e-06,               0.0325
         9.22479e-06,              0.03375
         1.03908e-05,                0.035
         1.16987e-05,              0.03625
         1.31665e-05,               0.0375
         1.48149e-05,              0.03875
          1.6667e-05,                 0.04
         1.87494e-05,              0.04125
         2.10925e-05,               0.0425
         2.37309e-05,              0.04375
         2.67042e-05,                0.045
         3.00579e-05,              0.04625
         3.38443e-05,               0.0475
         3.81233e-05,              0.04875
         4.29641e-05,                 0.05
         4.84466e-05,              0.05125
         5.46632e-05,               0.0525
         6.17208e-05,              0.05375
         6.97439e-05,                0.055
          7.8877e-05,              0.05625
         8.92892e-05,               0.0575
         0.000101178,              0.05875
         0.000114774,                 0.06
          0.00013035,              0.06125
         0.000148227,               0.0625
         0.000168783,              0.06375
         0.000192468,                0.065
         0.000219817,              0.06625
         0.000251468,               0.0675
         0.000288185,              0.06875
         0.000330888,                 0.07
         0.000380685,              0.07125
         0.000438922,               0.0725
         0.000507236,              0.07375
         0.000587631,                0.075
          0.00068257,              0.07625
         0.000795097,               0.0775
         0.000929001,              0.07875
          0.00108902,                 0.08
          0.00128111,              0.08125
          0.00151285,               0.0825
          0.00179391,              0.08375
          0.00213674,                0.085
          0.00233621,             0.085625
          0.00255756,              0.08625
          0.00280362,             0.086875
          0.00307764,               0.0875
           0.0033834,             0.088125
          0.00372524,              0.08875
          0.00410823,             0.089375
          0.00453829,                 0.09
           0.0050223,             0.090625
          0.00556839,              0.09125
          0.00618611,             0.091875
          0.00688676,               0.0925
          0.00768378,             0.093125
           0.0085932,              0.09375
          0.00963426,             0.094375
           0.0108301,                0.095
           0.0122089,             0.095625
           0.0138047,              0.09625
           0.0156595,             0.096875
           0.0178249,               0.0975
           0.0203651,             0.098125
           0.0233603,              0.09875
           0.0269114,             0.099375
           0.0311466,                  0.1
           0.0362296,             0.100625
           0.0423722,              0.10125
           0.0498496,             0.101875
           0.0590236,               0.1025
           0.0643909,             0.102813
           0.0703735,             0.103125
           0.0770568,             0.103438
           0.0845399,              0.10375
            0.092938,             0.104063
            0.102385,             0.104375
            0.113037,             0.104688
            0.125075,                0.105
             0.13871,             0.105313
            0.154188,             0.105625
             0.17179,             0.105938
            0.191843,              0.10625
            0.214716,             0.106563
            0.240826,             0.106875
            0.270629,             0.107188
            0.304612,               0.1075
            0.343268,             0.107813
            0.387055,             0.108125
            0.436327,             0.108438
            0.491234,              0.10875
            0.551583,             0.109063
            0.616664,             0.109375
            0.685068,             0.109687
            0.754538,                 0.11
            0.821945,             0.110313
            0.883465,             0.110625
            0.935029,             0.110937
            0.972984,              0.11125
            0.994807,             0.111563
            0.999617,             0.111875
            0.988282,             0.112187
            0.963109,               0.1125
            0.927259,             0.112813
            0.884119,             0.113125
            0.836816,             0.113437
            0.787929,              0.11375
            0.692574,             0.114375
            0.607001,                0.115
            0.533977,             0.115625
            0.473168,              0.11625
            0.423053,             0.116875
            0.381865,               0.1175
            0.347973,             0.118125
                0.32,              0.11875
            0.296832,             0.119375
            0.277584,                 0.12
            0.261557,             0.120625
            0.248201,              0.12125
            0.237084,             0.121875
            0.227864,               0.1225
            0.214091,              0.12375
             0.20533,                0.125
            0.200616,              0.12625
            0.199379,               0.1275
            0.201327,              0.12875
            0.206388,                 0.13
            0.214684,              0.13125
            0.226524,               0.1325
            0.242428,              0.13375
            0.263161,                0.135
            0.289789,              0.13625
            0.323757,               0.1375
            0.366957,              0.13875
            0.421752,                 0.14
            0.490828,              0.14125
            0.576557,               0.1425
            0.679305,              0.14375
            0.793893,                0.145
            0.851214,             0.145625
             0.90448,              0.14625
            0.949642,             0.146875
             0.98234,               0.1475
            0.998673,             0.148125
            0.996105,              0.14875
             0.97418,             0.149375
            0.934716,                 0.15
            0.881356,             0.150625
            0.818694,              0.15125
            0.751336,             0.151875
            0.683212,               0.1525
             0.61725,             0.153125
            0.555351,              0.15375
            0.498555,             0.154375
            0.447257,                0.155
            0.401422,             0.155625
            0.360758,              0.15625
            0.324836,             0.156875
            0.293174,               0.1575
             0.26529,             0.158125
